dosage_form,extraction_steps,api_stability,target_concentration,hist_rsd_precision,hist_r2_linearity,hist_recovery_accuracy,system_suitability_tailing,system_suitability_resolution,elution_type,run_time_minutes,full_validation_required
suspension,1,4.0,1.822,0.41,0.99999,100.93,1.23,2.51,isocratic,14.9,0
suspension,1,8.7,1.244,0.9,0.99999,98.65,1.07,1.46,isocratic,8.3,1
coated_tablet,1,5.5,0.497,0.902,0.999185,98.25,1.56,3.06,gradient,5.7,1
cream,3,9.6,0.962,0.56,0.999335,101.83,1.16,1.2,gradient,17.7,1
coated_tablet,3,8.9,0.277,0.307,0.999228,99.29,1.06,1.72,isocratic,11.0,0
coated_tablet,0,3.4,1.63,0.289,0.99873,100.68,0.96,2.43,isocratic,7.9,0
suspension,2,10.0,0.785,0.307,0.999597,99.63,0.8,2.93,isocratic,18.0,0
suspension,1,3.7,1.004,2.423,0.999198,99.89,1.01,2.36,isocratic,5.7,1
coated_tablet,3,4.1,0.946,0.503,0.999981,101.12,1.18,2.07,isocratic,6.7,0
cream,3,8.2,6.976,0.45,0.998781,99.72,1.04,2.99,isocratic,18.7,1
cream,1,9.8,0.307,0.629,0.999917,101.52,0.95,1.61,isocratic,16.6,1
coated_tablet,2,8.3,0.33,0.322,0.999984,99.48,0.89,2.38,isocratic,15.2,0
api_powder,2,4.9,0.65,0.458,0.99999,98.89,0.99,3.16,isocratic,3.6,0
coated_tablet,1,1.1,2.267,0.572,0.99999,100.97,1.07,2.5,gradient,14.4,0
coated_tablet,1,3.5,0.74,0.602,0.999509,100.08,1.25,2.71,isocratic,12.7,0
coated_tablet,2,9.5,0.833,0.339,0.999802,101.42,0.87,2.61,gradient,11.6,1
cream,0,8.7,2.225,0.621,0.999237,100.84,1.25,2.9,gradient,11.7,0
api_powder,1,5.5,2.58,0.819,0.999865,99.48,0.8,2.12,gradient,6.8,0
suspension,2,6.2,2.094,0.661,0.999798,99.36,1.06,2.71,isocratic,16.0,0
coated_tablet,1,2.8,0.77,0.715,1.0,100.14,1.02,3.17,isocratic,9.4,0
cream,1,7.7,3.517,0.698,0.999322,99.38,1.29,2.77,gradient,9.9,0
api_powder,2,4.3,1.104,0.685,0.999372,99.67,1.3,1.7,isocratic,21.0,0
coated_tablet,4,3.9,1.684,0.241,0.99999,100.64,1.02,1.82,gradient,5.9,0
coated_tablet,0,4.6,0.286,0.12,0.999919,98.45,1.05,2.41,gradient,10.6,0
suspension,1,6.9,0.553,0.535,0.99999,98.86,0.81,1.33,isocratic,9.2,1
suspension,1,2.9,7.838,0.754,0.99999,99.66,0.86,1.58,gradient,10.1,0
api_powder,1,7.3,1.378,0.805,0.99975,97.96,1.15,2.03,gradient,14.4,1
coated_tablet,2,8.6,0.875,0.351,0.999618,100.86,1.61,2.22,isocratic,6.0,0
api_powder,1,6.5,4.664,0.659,0.999905,99.9,1.65,2.21,gradient,34.0,0
api_powder,1,8.8,0.254,0.232,0.99999,98.19,1.06,2.74,isocratic,7.1,0
api_powder,3,5.6,0.195,0.674,0.999897,98.89,1.24,2.09,gradient,16.9,0
suspension,2,6.5,5.722,1.817,0.999842,100.46,1.28,2.0,isocratic,17.3,1
coated_tablet,3,8.2,0.653,1.732,0.999214,99.34,1.05,2.72,isocratic,10.0,0
suspension,1,2.4,0.926,0.655,0.999878,100.18,0.88,2.22,isocratic,31.4,0
coated_tablet,1,1.9,1.536,0.84,0.999896,98.25,1.05,1.95,isocratic,5.8,0
api_powder,3,5.9,0.978,0.478,0.999766,99.66,0.89,2.31,isocratic,7.6,0
coated_tablet,1,8.2,0.969,1.388,0.999501,100.26,1.21,2.03,isocratic,10.6,0
suspension,1,5.8,4.481,0.309,0.998756,100.85,1.89,1.29,gradient,10.9,1
cream,1,9.0,0.537,0.492,0.999315,99.83,1.44,2.67,gradient,7.5,0
api_powder,1,1.0,1.26,0.702,0.999764,99.15,0.99,2.59,isocratic,13.6,0
cream,1,6.6,0.553,1.009,0.999948,100.77,1.02,1.74,isocratic,3.0,0
suspension,1,4.4,0.962,0.34,0.998408,98.64,1.09,2.24,isocratic,14.2,0
cream,0,2.8,1.49,0.474,0.999845,97.35,0.8,2.47,isocratic,10.4,1
cream,3,4.0,0.673,0.688,0.999807,100.64,0.8,1.78,isocratic,8.5,0
cream,0,3.6,1.382,0.654,0.999161,98.41,1.13,1.15,isocratic,20.3,1
coated_tablet,1,3.6,1.78,0.792,1.0,100.36,1.64,2.57,isocratic,10.1,0
cream,2,8.6,2.37,0.312,0.997387,99.87,1.14,0.95,isocratic,12.8,1
cream,4,4.2,1.19,1.32,0.992504,99.16,0.8,2.37,isocratic,15.0,1
cream,3,2.0,1.187,0.394,0.999984,97.69,1.34,1.91,gradient,13.2,1
cream,3,5.0,1.056,1.023,0.999391,101.19,1.5,1.8,isocratic,17.0,1
suspension,4,3.3,1.434,0.715,0.999935,98.41,0.89,2.53,gradient,12.8,0
cream,3,6.7,1.896,0.562,0.999565,100.03,1.36,2.19,isocratic,42.7,0
cream,0,8.6,1.399,1.072,0.999906,100.4,1.75,2.33,gradient,10.0,1
coated_tablet,3,7.6,0.235,1.791,0.999059,98.94,0.97,2.36,isocratic,18.6,1
suspension,1,7.9,0.363,0.138,0.99987,99.67,0.94,3.06,gradient,14.9,0
api_powder,2,2.6,0.145,0.961,0.99999,101.37,1.18,2.99,gradient,51.9,0
api_powder,1,5.6,1.768,0.659,0.999007,96.85,1.07,1.72,isocratic,21.7,1
coated_tablet,4,2.4,1.679,0.71,0.999776,101.7,0.89,1.27,isocratic,14.7,1
cream,2,2.3,0.771,0.341,0.99999,100.37,0.8,3.38,gradient,14.0,0
api_powder,2,2.6,1.53,0.647,0.998444,99.8,1.35,2.28,isocratic,12.4,0
api_powder,3,5.9,0.684,0.35,0.998433,100.28,1.15,1.67,isocratic,14.7,0
coated_tablet,1,4.7,0.776,0.595,0.999787,99.5,0.9,2.27,gradient,17.3,0
coated_tablet,1,2.2,1.205,1.964,0.999886,100.83,1.03,1.67,gradient,18.6,1
cream,1,7.1,2.267,0.967,0.998332,100.48,1.16,2.38,isocratic,28.3,0
coated_tablet,2,8.0,1.189,0.971,0.999481,100.43,0.83,1.93,isocratic,13.1,0
cream,2,7.3,0.685,0.524,0.999981,98.97,1.32,2.75,isocratic,8.2,1
suspension,1,6.9,0.58,2.211,0.99964,99.09,0.86,2.03,isocratic,5.8,1
suspension,1,6.9,4.202,0.869,0.999729,101.18,0.93,1.38,isocratic,8.3,1
cream,0,1.6,1.762,1.145,0.99999,100.89,1.01,3.15,isocratic,19.3,0
coated_tablet,2,2.6,1.46,0.683,1.0,100.44,1.28,2.22,isocratic,12.7,0
suspension,2,5.6,2.126,0.966,0.999774,101.64,0.83,2.91,gradient,17.0,1
coated_tablet,2,9.1,0.808,0.155,0.999965,100.36,1.47,2.73,isocratic,12.5,0
suspension,3,2.8,3.294,0.107,0.99999,100.05,1.65,2.4,isocratic,13.8,0
suspension,2,4.8,3.05,0.963,0.999923,99.48,1.31,2.83,isocratic,9.4,0
coated_tablet,4,4.2,2.215,1.137,0.999907,98.29,1.1,2.7,gradient,12.5,1
api_powder,3,7.8,2.674,0.226,0.99999,100.16,1.44,2.61,gradient,8.1,0
suspension,0,5.3,0.577,0.45,0.997938,99.98,0.93,2.14,gradient,11.6,0
cream,4,9.1,3.466,0.189,0.999271,99.18,0.93,2.24,isocratic,8.8,0
suspension,0,7.7,4.326,0.271,0.99973,100.62,0.8,3.39,gradient,3.8,0
suspension,1,3.4,0.945,1.493,0.99999,100.45,1.05,2.3,isocratic,11.0,0
cream,2,6.0,1.79,1.328,0.99999,101.66,1.86,1.72,isocratic,5.1,1
coated_tablet,0,4.2,1.14,1.052,1.0,100.24,1.04,2.13,isocratic,12.9,0
suspension,1,5.2,0.804,0.732,0.999978,99.09,1.04,1.51,gradient,7.3,0
coated_tablet,2,8.6,3.288,0.643,0.999741,98.91,1.74,2.8,gradient,22.4,1
suspension,1,6.3,0.723,0.552,0.999757,99.7,0.97,2.56,isocratic,13.4,0
suspension,1,9.6,1.366,0.694,0.997784,99.82,1.54,1.36,isocratic,14.4,1
coated_tablet,1,9.6,0.26,0.94,0.999986,100.35,0.8,1.69,isocratic,9.7,0
api_powder,0,2.6,0.71,0.673,0.996039,99.88,1.07,3.24,isocratic,9.5,0
coated_tablet,1,3.3,1.512,0.437,0.999959,98.36,1.34,1.6,isocratic,7.5,0
suspension,2,8.2,1.379,0.596,0.997788,99.16,1.13,3.21,gradient,17.1,1
coated_tablet,3,9.9,1.56,1.476,0.998875,99.06,0.94,1.76,gradient,11.3,1
coated_tablet,1,3.0,1.07,0.384,0.998994,100.11,1.3,2.78,isocratic,11.7,0
suspension,1,3.4,0.829,0.596,0.999153,99.92,1.21,2.41,gradient,10.9,0
coated_tablet,3,7.5,1.567,0.816,0.99982,99.69,1.36,2.8,gradient,13.3,0
suspension,1,2.2,0.858,0.795,0.998871,99.11,1.72,2.66,gradient,19.3,1
coated_tablet,1,5.4,1.115,0.958,0.999822,98.23,1.29,2.66,gradient,7.7,0
api_powder,1,8.4,0.335,0.82,0.999937,97.69,1.36,1.98,isocratic,5.4,1
suspension,2,8.3,1.213,0.583,0.99999,101.32,1.04,2.03,gradient,6.4,0
api_powder,1,9.5,0.714,0.309,0.999973,100.79,1.19,2.24,isocratic,7.6,0
cream,1,3.0,0.831,1.01,0.998365,99.97,1.1,2.44,gradient,21.6,1
coated_tablet,3,8.7,0.739,0.855,0.99816,100.24,0.8,1.46,isocratic,7.1,1
coated_tablet,1,7.5,2.19,0.231,0.999632,100.19,1.17,1.38,isocratic,4.2,1
coated_tablet,1,5.7,1.368,1.036,0.997848,100.39,1.24,2.95,isocratic,13.9,0
suspension,2,3.5,8.642,0.579,0.999891,99.99,1.0,2.52,gradient,15.9,0
suspension,1,4.6,0.993,0.953,0.99999,99.28,1.47,2.03,gradient,14.4,0
coated_tablet,1,5.7,2.186,0.43,0.999906,99.62,1.16,2.05,gradient,26.2,0
coated_tablet,4,2.3,1.589,1.239,0.998183,99.17,1.15,2.45,gradient,13.1,0
cream,2,3.5,0.878,0.866,0.998835,99.46,0.92,2.78,gradient,15.7,0
api_powder,0,8.7,0.98,0.506,0.999918,99.46,1.07,2.84,gradient,8.8,0
coated_tablet,1,4.8,1.449,0.497,0.998824,99.5,1.24,2.61,gradient,9.9,0
cream,2,9.3,0.973,0.167,0.999772,101.06,0.83,2.73,isocratic,11.4,0
cream,0,1.8,0.747,1.331,0.999876,100.84,1.18,2.17,isocratic,12.7,0
api_powder,2,4.8,1.48,0.592,1.0,100.03,1.16,3.09,isocratic,10.3,0
coated_tablet,4,7.9,0.116,0.872,0.99999,101.13,1.04,1.73,gradient,10.1,1
coated_tablet,1,8.7,1.961,0.255,0.998998,100.18,1.07,1.38,gradient,13.1,1
cream,1,1.2,0.94,0.49,0.996009,98.19,1.22,1.29,isocratic,7.3,1
api_powder,1,2.9,0.967,0.329,0.999854,98.86,1.27,2.05,isocratic,10.6,0
coated_tablet,2,3.4,0.72,0.625,0.997184,100.2,1.04,2.1,isocratic,15.7,0
api_powder,1,1.2,0.241,1.049,0.999817,100.06,0.8,1.55,gradient,6.9,0
coated_tablet,1,8.8,1.176,0.731,0.999742,99.72,1.07,2.42,isocratic,14.8,0
coated_tablet,1,2.7,0.877,0.792,0.999933,98.79,1.26,2.71,isocratic,7.0,0
coated_tablet,3,6.0,2.13,1.455,0.999978,99.51,1.11,2.21,isocratic,10.7,0
api_powder,2,5.8,0.538,0.607,0.999923,99.74,1.01,1.91,isocratic,17.3,0
cream,4,4.2,1.81,0.73,0.994492,99.83,1.22,2.73,isocratic,13.8,0
cream,4,3.9,1.04,1.162,0.994422,98.43,1.29,2.81,isocratic,15.1,1
api_powder,1,6.8,0.368,1.285,0.999915,100.08,0.88,2.83,isocratic,8.9,0
api_powder,2,1.6,0.89,0.559,0.999992,99.79,1.14,2.75,isocratic,8.4,0
suspension,1,7.3,0.98,0.955,0.999556,99.29,1.01,2.97,isocratic,6.6,0
coated_tablet,4,8.2,0.944,0.235,0.999727,98.61,0.88,2.14,isocratic,23.1,0
suspension,2,9.7,2.27,0.226,0.999332,99.46,1.03,1.71,gradient,18.5,1
coated_tablet,2,9.1,1.026,0.681,0.99997,97.69,1.18,2.24,gradient,7.0,1
suspension,4,6.7,0.356,1.387,0.99999,101.47,2.06,2.33,isocratic,9.3,0
suspension,1,4.9,1.016,1.264,0.999972,98.91,0.8,2.53,isocratic,26.7,0
suspension,2,5.2,2.683,0.589,0.99991,99.59,1.37,2.31,isocratic,20.9,0
coated_tablet,4,3.5,1.4,0.393,0.99999,102.24,0.81,2.86,isocratic,8.4,1
coated_tablet,0,6.2,0.314,0.423,0.999757,98.69,0.82,1.85,isocratic,12.4,0
api_powder,1,4.1,1.45,0.616,1.0,100.46,1.08,1.91,isocratic,13.2,0
cream,2,9.7,7.672,0.385,0.99999,99.52,1.72,2.44,isocratic,20.3,1
coated_tablet,4,5.8,1.265,0.803,0.99992,99.21,1.08,1.4,gradient,16.9,1
coated_tablet,0,8.1,1.586,1.761,0.999712,100.91,0.8,1.96,isocratic,15.3,0
api_powder,2,6.5,1.123,0.436,0.999924,99.0,1.03,1.61,isocratic,10.5,0
coated_tablet,1,2.0,0.51,0.548,0.994292,100.11,1.14,3.09,isocratic,12.9,0
suspension,4,1.5,0.589,0.584,0.998985,100.8,1.42,2.31,gradient,11.9,0
api_powder,2,3.8,1.644,0.482,0.999622,100.12,0.93,2.94,isocratic,9.8,0
coated_tablet,3,2.4,1.16,0.778,0.99999,99.65,1.39,1.72,gradient,25.0,0
coated_tablet,3,4.7,1.106,0.212,0.999466,102.04,1.17,2.6,isocratic,5.6,1
cream,1,6.9,0.512,0.448,0.999954,99.42,0.89,2.82,gradient,5.9,0
coated_tablet,3,1.6,0.267,0.467,0.99999,99.52,1.22,2.27,gradient,17.8,0
cream,2,3.5,1.045,0.742,0.99999,98.11,0.84,2.18,isocratic,8.1,0
coated_tablet,2,6.1,0.393,0.972,0.999723,101.51,1.52,1.66,isocratic,7.7,1
api_powder,3,7.0,0.265,1.318,0.999047,99.23,0.87,2.17,isocratic,16.0,0
api_powder,1,6.3,0.645,1.173,0.998805,101.36,1.47,2.65,isocratic,9.5,0
cream,3,1.6,1.864,1.156,0.99999,100.12,1.83,2.9,gradient,6.6,0
api_powder,4,5.6,0.661,0.455,0.99999,99.38,1.68,2.45,gradient,12.6,0
coated_tablet,3,1.8,3.25,0.542,0.998739,100.12,1.08,2.79,gradient,15.2,0
suspension,1,5.5,0.601,0.598,0.99989,100.27,1.05,2.35,isocratic,9.6,0
api_powder,2,5.9,0.765,0.497,0.999941,100.44,1.63,2.8,gradient,7.3,0
api_powder,4,4.0,1.273,0.658,0.999974,99.71,1.05,2.75,isocratic,16.6,0
cream,1,8.3,1.567,0.311,0.99999,100.54,1.15,2.8,isocratic,9.0,0
api_powder,3,4.0,1.244,0.575,0.998351,100.18,1.3,2.24,gradient,16.7,0
coated_tablet,2,6.1,1.174,0.491,0.995314,99.09,1.01,3.07,isocratic,12.5,0
coated_tablet,2,1.5,0.425,0.734,0.999679,100.47,0.8,1.46,gradient,4.0,0
suspension,1,6.5,0.654,0.429,0.999436,101.09,0.83,1.63,isocratic,16.3,0
api_powder,2,5.3,0.893,0.582,0.998305,99.34,1.61,2.64,isocratic,27.0,0
api_powder,1,9.3,0.983,0.727,0.99999,99.82,1.11,2.17,isocratic,12.2,0
suspension,4,9.9,1.501,0.294,0.999928,99.31,1.15,1.37,isocratic,18.5,1
coated_tablet,2,3.1,1.45,0.561,1.0,99.68,1.31,2.42,isocratic,13.5,0
api_powder,1,7.7,2.398,4.0,0.99999,98.94,1.08,2.41,isocratic,14.5,1
coated_tablet,4,1.0,2.706,1.815,0.999511,100.62,1.16,1.48,isocratic,11.3,1
cream,2,1.2,0.797,0.313,0.999926,99.79,0.8,2.19,isocratic,6.5,0
api_powder,3,3.7,1.598,0.796,0.999973,99.08,1.07,2.33,isocratic,8.4,0
cream,1,2.5,0.722,0.529,0.999525,101.3,0.88,2.32,isocratic,17.7,0
coated_tablet,2,7.5,2.741,0.687,0.99999,101.25,1.51,2.44,isocratic,16.4,0
api_powder,1,9.0,0.32,0.375,0.999578,98.88,1.55,2.07,gradient,8.1,0
cream,3,3.2,0.64,1.249,0.994713,99.23,1.23,2.21,isocratic,16.1,1
suspension,1,1.1,0.921,0.586,0.999527,100.26,0.8,2.39,isocratic,8.7,0
cream,4,1.4,2.831,0.925,0.999899,100.31,0.98,2.53,gradient,16.3,0
coated_tablet,2,7.7,2.064,0.111,0.999778,99.27,1.25,2.05,gradient,5.7,0
coated_tablet,2,1.2,0.55,0.504,0.99999,99.96,0.96,2.34,isocratic,12.0,0
suspension,2,5.3,1.037,0.498,0.998593,99.78,0.84,2.62,gradient,32.5,0
cream,0,5.9,1.486,0.358,0.999983,99.13,1.1,2.75,isocratic,17.7,0
cream,2,6.6,1.08,1.152,0.999981,100.9,1.03,2.39,gradient,12.6,0
suspension,4,1.4,0.291,0.232,0.99999,100.14,1.13,2.68,gradient,3.6,0
coated_tablet,0,6.1,0.867,0.733,0.999877,101.12,0.9,2.06,gradient,8.6,0
coated_tablet,3,1.9,2.388,0.365,0.99999,98.97,0.81,2.27,gradient,11.1,0
cream,3,3.5,0.233,0.564,0.99999,100.11,0.96,2.65,isocratic,10.3,0
suspension,1,5.0,1.073,0.254,0.99999,100.07,1.04,2.29,gradient,18.3,0
suspension,2,9.2,2.044,0.274,0.99999,99.59,0.87,2.68,gradient,18.3,0
cream,4,7.2,2.42,0.39,0.999825,100.53,1.6,3.06,isocratic,9.8,1
coated_tablet,1,4.6,1.82,0.285,0.999114,100.02,1.14,1.75,isocratic,8.8,0
cream,1,7.3,2.658,0.497,0.999816,99.42,0.97,1.51,isocratic,7.6,0
coated_tablet,2,1.6,0.893,0.805,0.99983,102.37,0.94,1.78,isocratic,17.0,1
suspension,2,9.3,1.809,0.65,0.999809,100.04,1.5,1.92,isocratic,9.9,1
coated_tablet,2,8.4,2.565,0.212,0.999611,100.58,0.8,3.14,gradient,6.7,0
api_powder,1,1.1,0.467,0.308,0.99999,100.18,0.8,1.52,gradient,11.7,0
coated_tablet,0,1.3,1.38,0.251,1.0,99.19,0.8,2.63,isocratic,7.6,0
coated_tablet,1,2.3,1.02,0.412,1.0,99.77,1.35,2.54,isocratic,12.4,0
suspension,0,1.9,2.409,0.622,0.998984,101.84,0.87,2.51,isocratic,7.0,0
coated_tablet,2,3.1,1.0,0.504,0.999449,99.68,1.02,2.02,isocratic,12.9,0
coated_tablet,1,4.8,0.72,0.394,1.0,100.99,1.57,2.53,isocratic,10.5,0
cream,4,4.6,0.87,1.337,0.994247,99.22,1.07,2.14,isocratic,17.2,1
coated_tablet,2,7.6,1.161,0.327,0.999946,98.44,0.9,0.7,isocratic,7.0,1
coated_tablet,0,2.1,1.439,1.564,0.999335,99.08,1.27,2.79,isocratic,7.1,0
coated_tablet,0,1.6,0.766,0.226,0.999708,100.76,1.1,2.36,gradient,6.2,0
api_powder,2,3.3,0.521,1.331,0.99997,98.53,0.81,0.7,gradient,10.8,1
coated_tablet,3,5.6,1.951,1.025,0.999968,100.52,1.1,2.94,isocratic,20.5,0
api_powder,1,8.5,0.413,0.872,0.99999,100.58,0.86,2.25,gradient,19.2,0
cream,0,7.2,1.11,0.352,0.999473,100.97,1.28,2.05,isocratic,10.4,0
api_powder,0,8.8,1.104,0.586,0.999598,99.54,0.93,1.98,isocratic,4.9,0
api_powder,2,4.4,1.75,0.676,1.0,100.4,1.02,2.45,isocratic,9.5,0
coated_tablet,3,3.2,0.321,0.647,0.999831,99.89,1.05,2.19,gradient,28.5,0
suspension,2,6.9,2.998,0.441,0.99992,101.13,1.73,1.93,gradient,10.8,1
coated_tablet,3,9.3,0.307,0.422,0.999958,100.0,1.4,2.51,gradient,6.6,0
suspension,4,8.0,1.13,0.499,0.999862,98.65,1.32,3.0,gradient,38.1,1
coated_tablet,3,8.0,1.42,0.994,0.999885,101.0,1.44,2.73,gradient,12.9,0
cream,1,8.3,0.348,0.647,0.99999,100.07,0.8,2.67,isocratic,6.3,0
suspension,1,6.0,0.461,1.027,0.99999,100.3,1.1,2.74,isocratic,31.3,0
coated_tablet,4,1.8,1.033,1.081,0.99968,99.95,1.39,2.15,isocratic,15.4,0
coated_tablet,3,8.8,1.1,0.411,0.999931,98.87,1.26,2.13,gradient,11.5,1
coated_tablet,0,3.4,1.53,0.722,1.0,99.47,0.9,1.86,isocratic,7.6,0
coated_tablet,2,6.7,0.597,0.593,0.999844,101.01,1.39,2.27,gradient,19.9,0
suspension,4,2.6,5.613,0.206,0.994991,100.6,1.03,2.38,gradient,19.8,1
coated_tablet,2,4.5,0.57,0.405,0.997357,99.94,1.16,2.55,isocratic,10.5,0
cream,2,3.7,0.863,0.172,0.999329,100.36,1.21,2.58,isocratic,12.0,0
suspension,1,9.5,2.832,0.354,0.99999,99.45,0.8,3.06,isocratic,17.0,0
api_powder,1,1.3,1.78,0.703,0.999991,100.11,0.8,1.91,isocratic,12.0,0
suspension,1,2.0,0.678,0.354,0.998635,101.14,0.8,1.74,isocratic,17.2,0
coated_tablet,3,9.0,0.595,0.678,0.996472,101.4,1.24,2.86,isocratic,4.3,0
cream,2,2.9,0.747,0.776,0.999952,102.03,0.99,2.49,gradient,11.4,1
coated_tablet,2,1.6,2.716,1.123,0.999106,99.93,1.11,2.35,gradient,13.4,0
coated_tablet,1,8.8,0.434,0.261,0.998779,100.94,1.67,2.65,isocratic,15.3,0
suspension,1,8.8,0.427,0.548,0.999686,100.34,1.75,2.51,gradient,10.6,0
suspension,2,6.0,0.485,0.597,0.999989,101.41,1.1,2.11,gradient,11.1,0
api_powder,3,6.9,0.384,4.0,0.99999,98.74,1.19,2.79,isocratic,19.8,1
api_powder,1,8.2,2.801,0.629,0.999613,98.23,1.28,1.96,isocratic,14.2,0
cream,2,5.5,10.166,0.308,0.997928,98.3,1.52,2.02,gradient,17.5,1
coated_tablet,1,2.5,3.619,0.452,0.998528,98.81,1.06,1.63,gradient,10.0,0
suspension,1,1.4,0.34,0.174,0.999944,99.86,0.86,2.88,gradient,8.9,0
api_powder,3,2.8,0.429,0.765,0.99999,100.6,0.89,2.16,isocratic,13.7,0
cream,3,9.9,3.216,1.473,0.999411,100.46,1.19,2.68,isocratic,8.3,1
suspension,1,6.3,0.785,0.142,0.99999,100.73,1.43,2.17,gradient,4.6,0
coated_tablet,3,1.8,0.55,0.352,0.99999,99.16,1.43,2.16,gradient,6.9,0
coated_tablet,3,5.6,2.479,0.523,0.999729,99.26,1.96,1.68,gradient,9.0,1
coated_tablet,0,1.4,1.46,0.678,0.996168,100.1,1.03,2.35,isocratic,7.3,0
suspension,2,5.6,1.39,0.286,0.99999,102.17,0.92,2.87,isocratic,10.0,1
suspension,2,8.8,5.509,0.5,0.998376,101.01,1.21,2.28,gradient,11.0,1
cream,0,7.6,1.649,0.653,0.994861,98.87,1.63,2.25,isocratic,14.0,1
cream,1,1.1,1.796,0.292,0.999866,98.59,0.93,2.52,isocratic,16.5,0
coated_tablet,1,8.4,0.397,0.432,0.99999,100.56,0.97,2.35,isocratic,18.7,0
suspension,2,1.9,1.286,0.381,0.999581,100.37,1.18,2.82,gradient,4.0,0
suspension,2,6.1,0.217,0.755,0.999969,98.74,1.27,3.26,isocratic,13.9,0
api_powder,2,4.4,0.551,0.275,0.999961,98.25,1.09,2.07,isocratic,6.1,0
coated_tablet,0,8.1,0.45,3.916,0.999675,101.35,0.8,1.58,isocratic,24.3,1
cream,1,4.6,0.836,0.517,0.999971,100.51,1.01,2.21,gradient,4.5,0
coated_tablet,2,6.9,4.075,0.506,0.998675,100.09,0.83,2.02,isocratic,9.2,0
api_powder,3,7.5,1.108,0.118,0.999933,100.86,1.62,2.18,isocratic,16.1,0
api_powder,1,5.3,0.825,0.594,0.998864,99.42,1.01,2.03,isocratic,5.4,0
suspension,2,7.7,2.252,0.458,0.999843,99.34,1.09,2.83,gradient,9.9,0
api_powder,2,3.8,1.789,0.942,0.997246,99.48,0.98,2.57,gradient,6.2,0
api_powder,1,7.0,1.138,0.614,0.99999,98.16,1.81,2.3,gradient,11.9,0
api_powder,2,2.4,1.999,1.451,0.99999,99.79,1.19,2.27,gradient,10.0,0
coated_tablet,1,2.5,1.74,0.868,0.997301,100.74,1.23,2.44,isocratic,9.9,0
cream,2,1.4,1.052,0.478,0.999975,98.84,0.8,2.43,isocratic,5.7,0
cream,2,4.3,0.372,0.633,0.999671,99.66,1.17,2.75,isocratic,48.5,0
cream,4,1.5,0.67,1.173,0.995093,98.87,1.12,2.15,isocratic,18.7,1
suspension,1,7.4,1.784,1.286,0.99999,100.34,1.15,2.49,isocratic,15.1,0
suspension,0,6.3,4.635,1.813,0.999941,101.26,1.37,2.16,isocratic,8.9,0
api_powder,4,3.7,3.479,0.91,0.99999,98.96,0.96,3.02,gradient,11.4,0
coated_tablet,1,7.4,0.871,0.639,0.999913,100.61,1.11,2.78,gradient,7.3,0
suspension,3,5.0,1.883,0.58,0.999987,99.84,0.8,2.47,gradient,8.0,0
cream,4,4.6,1.99,1.191,0.995507,99.02,1.05,2.23,isocratic,8.8,1
cream,1,6.7,2.164,0.966,0.99999,98.55,1.0,2.03,isocratic,33.1,0
suspension,3,7.4,0.343,0.639,0.999714,99.51,0.96,2.33,isocratic,14.5,0
coated_tablet,4,8.8,1.266,0.995,0.999108,100.2,0.8,2.74,isocratic,12.5,0
coated_tablet,2,5.7,0.42,0.405,0.99999,98.83,0.99,1.82,isocratic,10.4,0
coated_tablet,2,5.1,0.252,0.661,0.998966,99.21,0.97,1.98,gradient,3.9,0
coated_tablet,4,7.3,1.072,1.344,0.998067,100.43,1.08,2.12,gradient,17.8,1
coated_tablet,3,7.6,2.378,0.974,0.999747,99.21,1.51,2.49,isocratic,12.9,0
coated_tablet,1,6.6,0.624,0.3,0.99999,101.59,1.56,2.09,gradient,7.7,0
api_powder,1,7.8,2.122,0.574,0.999975,101.74,1.8,2.72,gradient,6.6,1
suspension,2,1.8,6.225,0.468,0.99999,101.1,1.06,2.37,isocratic,13.3,0
coated_tablet,0,3.9,3.686,0.268,0.999947,100.22,0.8,2.49,isocratic,12.1,0
suspension,3,5.1,1.19,0.899,0.99999,100.54,1.27,3.03,isocratic,15.9,0
api_powder,2,7.9,0.729,0.474,0.99999,100.93,0.8,2.29,isocratic,4.5,0
api_powder,1,9.2,0.522,0.669,0.99999,101.76,0.88,2.79,gradient,6.6,1
coated_tablet,0,3.4,1.03,0.63,0.998704,99.46,1.2,2.29,isocratic,8.6,0
coated_tablet,2,6.1,1.286,0.756,0.999923,101.42,1.04,3.48,gradient,11.2,0
api_powder,4,9.0,1.397,0.301,0.99812,99.8,1.1,2.03,gradient,9.3,0
coated_tablet,4,6.3,1.1,0.554,0.99999,98.72,0.91,2.5,isocratic,8.0,0
api_powder,1,3.5,0.427,0.754,0.999654,100.29,0.96,2.86,gradient,18.3,0
coated_tablet,1,8.0,2.182,1.586,0.999982,99.3,1.24,3.34,gradient,8.6,0
api_powder,4,7.8,0.187,0.143,0.999442,100.49,1.1,1.68,isocratic,14.2,0
suspension,2,1.4,0.882,0.902,0.99994,99.9,1.37,1.72,isocratic,7.4,0
api_powder,4,9.8,0.365,0.73,0.99985,97.95,0.87,2.87,isocratic,8.3,1
suspension,0,3.9,0.474,0.177,0.999684,99.86,0.92,2.09,isocratic,21.0,0
suspension,1,1.0,1.317,0.474,0.99996,100.87,1.18,1.24,isocratic,13.6,0
suspension,2,5.1,0.543,0.631,0.99999,99.18,1.96,2.25,isocratic,36.1,0
